SD_Sub_System,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,PL_Punch_Category,PL_Punch_Description,PL_No,CompanyName,ResponsibleName
4000-14,PI,57-FW-049,PI_TP,B,wrapping Is Damage Between J : 47 | 47A,PL-30017,کیسون,پانچ|هولد مدارک
4000-14,PI,57-FW-049,PI_TP,B,According To Survey Report Asbuilt Shall Be Draw,PL-30019,کیسون,پانچ|هولد مدارک
4000-13,PI,57-PMC-035,PI_TP,B,From J:9~14 Shall Be Wrapping And Holday,PL-23828,کیسون,پانچ|هولد مدارک
4000-09,PI,57-WWO-027,PI_TP,B,CB TK-5003 To J:1 Shall Be Wrapping And Holiday And Sand Fill,PL-30125,کیسون,پانچ|هولد مدارک
4000-09,PI,57-WWO-030,PI_TP,B,UDD Shall Be Attach.,PL-49338,کیسون,پانچ|هولد مدارک
4000-12,PI,59-CHA-UG-KC-030,PI_TP,C,All Original Bolt | Nut | Gasket Shall Be Installed After Test,PL-61449,کارفرما,پانچ|هولد کارفرما
4000-12,PI,59-CHA-UG-KC-090,PI_TP,C,All Original Bolt | Nut | Gasket Shall Be Installed After Test,PL-61450,کارفرما,پانچ|هولد کارفرما
4000-08,PI,59-CWS-UG-KC-089-5,PI_TP,A,FT-8003 And AP-8002 And PDT-8006 Shall Be Installed After Test,PL-51417,نیرو آرا اندیش,کارباقیمانده|هولد کیسون
4000-10,PI,60-WWS-UG-KC-232,PI_TP,B,The End Of Pipe In The MSS-01 And MSS-02-Shall Be Capped,PL-54965,کارفرما,پانچ|هولد کارفرما
4000-10,PI,60-WWS-UG-KC-232,PI_TP,B,Manhol (MSS-01 And MSS-02) Must Be Cleaning,PL-54966,کیسون,پانچ|هولد مدارک
4000-08,PI,61-CWR-068,PI_TP,A,Original Gasket | Nut | Bolt Shall Be Installed,PL-32658,کارفرما,کارباقیمانده|هولد کارفرما
4000-08,PI,61-CWR-068,PI_TP,A,آيتم شماره7 از SH1/2 پانچ ليست وارد نشده.,PL-60336,کیسون,پانچ|هولد مدارک
4000-09,PI,61-MO-30-UG-KC-200,PI_TP,B,Wrapping Format Shall Be Sign By Painting Group,PL-38614,کیسون,پانچ|هولد مدارک
1000-01,PI,61-NG-UG-KC-077,PI_TP,C,Pressure Guage Shall Be Install Before Pre.Com,PL-59846,کارفرما,پانچ|هولد کارفرما
4000-13,PI,61-PMP-096,PI_TP,B,J:24 Shall Be Weld Before Sand Fill And Wrapping,PL-38246,کیسون,پانچ|هولد مدارک
4000-15,PI,61-PW-UG-KC-234,PI_TP,B,بعد از برداشتن Blind از انتهاي خط فلنج بدون تنش بايستي به خط دماوند متصل گردد,PL-30072,ساتراپ,پانچ|هولد مدارک
4000-15,PI,61-SRW-UG-KC-236,PI_TP,B,The J : 1TN Should Be Fitup | Weld And RT . Also | History Sheets Updated Before The Reinstatement,PL-30073,ساتراپ,پانچ|هولد مدارک
4000-15,PI,61-SRW-UG-KC-236,PI_TP,B,بعد از جوشکاري فلنج (j:1TN) بايستي بدون تنش و اوتي به خط دماوند متصل گردد,PL-30074,ساتراپ,پانچ|هولد مدارک
4000-09,PI,61-WWO-UG-KC-209,PI_TP,C,The J : 40TN Should Be Fitup | Weld And RT . Also | History Sheets Updated Before The Reinstatement,PL-30075,ساتراپ,پانچ|هولد مدارک
4000-09,PI,61-WWO-UG-KC-209,PI_TP,C,بعد از جوشکاري فلنج (j:40TN) بايستي بدون تنش و اوتي به خط دماوند متصل گردد,PL-30076,ساتراپ,پانچ|هولد مدارک
4000-09,PI,61-WWO-UG-KC-241,PI_TP,C,The J : 8TN Should Be Fitup | Weld And RT . Also | History Sheets Updated Before The Reinstatement,PL-30069,ساتراپ,پانچ|هولد مدارک
4000-09,PI,61-WWO-UG-KC-241,PI_TP,C,بعد از جوشکاري فلنج (j:8TN) بايستي بدون تنش و اوتي به خط دماوند متصل گردد,PL-30070,ساتراپ,پانچ|هولد مدارک
4000-09,PI,61-WWO-UG-KC-268,PI_TP,C,INSTRUMENT INDICATOR SHALL BE INSTALL,PL-14680,نیرو آرا اندیش,کارباقیمانده|هولد کیسون
4000-09,PI,61-WWO-UG-KC-268,PI_TP,C,ORIGINAL B|N|G SHALL BE INSTALL,PL-14683,کیسون,پانچ|هولد مدارک
4000-09,PI,61-WWO-UG-KC-292,PI_TP,C,"2"" Check Vaalve 150# Should Be After Hydro Test Installed",PL-61334,کارفرما,کارباقیمانده|هولد کارفرما
4000-09,PI,61-WWO-UG-KC-292,PI_TP,C,"Cap 3/4"" CL3000 SC And Quick CPLG 2"" SC Shall Be Installed (Also | Joint No:23TN Reported And History Sheet Update)",PL-61335,کیسون,پانچ|هولد مدارک
4000-09,PI,61-WWO-UG-KC-292,PI_TP,C,All Instrument Devices Must Be Installed (PG-84112A|B),PL-61336,نیرو آرا اندیش,کارباقیمانده|هولد کیسون
4000-09,PI,61-WWO-UG-KC-292,PI_TP,C,آيزو متريک ها با P&ID تناقض دارد بايستي مطابق با آيزو متريک هاي سايت 1 مدارک تعويض گردد,PL-61337,کیسون,پانچ|هولد مدارک
4000-13,PI,62-PMC-102,PI_TP,B,J:1~6 Shall Be Wrapping And Survey And Sand Fill,PL-42112,کیسون,پانچ|هولد مدارک
4000-14,PI,63-FW-UG-KC-069,PI_TP,B,ORIGINAL B/N/G SHALL BE INSTALLED,PL-23696,کیسون,پانچ|هولد مدارک
4000-14,PI,63-FW-UG-KC-075,PI_TP,C,RO (ITEM:17) SHALL BE INSTLLED AFTER TEST,PL-23708,کارفرما,کارباقیمانده|هولد کارفرما
4000-14,PI,63-FW-UG-KC-076,PI_TP,B,ALL ORIGINAL B|N|G SHALL BE INSTALLED AFTER TEST,PL-23712,کیسون,پانچ|هولد مدارک
4000-14,PI,63-FW-UG-KC-076,PI_TP,C,J:15 THD SHALL BE WORKED AFTER (CONNECTED TO HR 9002),PL-23713,کیسون,پانچ|هولد مدارک
4000-14,PI,63-FW-UG-KC-076,PI_TP,C,SPOOL (J:11~14) SHALL BE INSTALLED,PL-23714,کیسون,پانچ|هولد مدارک
4000-09,PI,63-MO-09-UG-KC-254,PI_TP,C,Manhol Must Be Final Cleaning  (MO-09),PL-24100,کیسون,پانچ|هولد مدارک
4000-09,PI,63-MO-09-UG-KC-254,PI_TP,C,This Line Reqiures Painting,PL-38607,کیسون,پانچ|هولد کیسون
4000-09,PI,63-MO-10-UG-KC-196,PI_TP,C,This Line requires Painting,PL-38608,کیسون,پانچ|هولد کیسون
4000-09,PI,63-MO-10-UG-KC-196,PI_TP,C,Manhol Should Be Final Cleaning (MO-10),PL-24101,کیسون,پانچ|هولد مدارک
4000-09,PI,63-MO-11-UG-KC-255,PI_TP,C,مهر و امضاء فرمتها و نقشه ها تکميل گردند همچنين ار فرمتهاي مورد نياز کسري دارند,PL-38606,کیسون,پانچ|هولد مدارک
4000-15,PI,63-PW-UG-KC-032,PI_TP,B,(thiS PUNCH FOR SUB SYSTEM 4000-15) Eye Wash-003 Insulation Kit نصب گردد,PL-54955,ساتراپ,پانچ|هولد مدارک
4000-15,PI,63-PW-UG-KC-032,PI_TP,B,(thiS PUNCH FOR SUB SYSTEM 4000-15) Eye Wash-0016 به صورت کامل نصب نگرديده,PL-54956,ساتراپ,پانچ|هولد مدارک
4000-15,PI,63-PW-UG-KC-032,PI_TP,B,(thiS PUNCH FOR SUB SYSTEM 4000-15)Eye Wash-0007 نصب تجهيز به صورت کامل انجام گردد,PL-54957,ساتراپ,پانچ|هولد مدارک
4000-15,PI,63-PW-UG-KC-032,PI_TP,B,(thiS PUNCH FOR SUB SYSTEM 4000-15) Eye Wash-0015 Insulation Kit نصب گرد و پايه ها به زمين متصل گردد,PL-54958,کیسون,پانچ|هولد کیسون
4000-15,PI,63-PW-UG-KC-032,PI_TP,B,(thiS PUNCH FOR SUB SYSTEM 4000-15) Eye Wash-0005 نصب نشده است,PL-54959,ساتراپ,پانچ|هولد مدارک
4000-14,PI,64-FW-UG-KC-101,PI_TP,B,ALL ORIGINAL B|N|G SHALL BE INSTALLED AFTER…,PL-23716,کیسون,پانچ|هولد مدارک
4000-14,PI,64-FW-UG-KC-101,PI_TP,C,J:17 THD SHALL BE WORKED AFTER…,PL-23717,کیسون,پانچ|هولد مدارک
4000-14,PI,64-FW-UG-KC-101,PI_TP,C,SPOOL J:13~16 SHALL BE INSTALLED,PL-23718,کیسون,پانچ|هولد مدارک
4000-14,PI,64-FW-UG-KC-102,PI_TP,B,ALL ORIGINAL B|N|G SHALL BE INSTALLED AFTER TEST,PL-23719,کیسون,پانچ|هولد مدارک
4000-14,PI,64-FW-UG-KC-102,PI_TP,C,J:20 THD SHALL BE WORKED AFTER,PL-23720,کیسون,پانچ|هولد مدارک
4000-14,PI,64-FW-UG-KC-102,PI_TP,C,SPOOL (16~19) SHOULD BE INSTALLED,PL-23721,کیسون,پانچ|هولد مدارک
4000-14,PI,64-FW-UG-KC-103,PI_TP,B,ALL ORIGINAL B|N|G SHALL BE INSTALLED AFTER TEST,PL-23723,کیسون,پانچ|هولد مدارک
4000-14,PI,64-FW-UG-KC-103,PI_TP,C,J:13 THD SHALL BE CONNECTED TO HR-9002,PL-23724,کیسون,پانچ|هولد مدارک
4000-14,PI,64-FW-UG-KC-104,PI_TP,B,ALL ORIGINAL N/B/G SHALL BE INSTALLED AFTER HYDRO TEST,PL-23734,کیسون,پانچ|هولد مدارک
4000-09,PI,64-WWO-UG-KC-085,PI_TP,C,UDD Shall Be Revise,PL-29972,کیسون,پانچ|هولد مدارک
4000-08,PI,65-CWR-043,PI_TP,A,All Original Gasket Shall Be Installed After Test,PL-24110,کارفرما,پانچ|هولد کارفرما
4000-14,PI,66-FW-UG-024,PI_TP,B,Original Gasket | Bolt | Nut Shall Be Installed,PL-23845,کیسون,پانچ|هولد مدارک
4000-15,PI,66-PW-UG-128,PI_TP,B,Cathodic Protection Shall Be Done,PL-39959,کیسون,پانچ|هولد مدارک
4000-08,PI,67-CWS-UG-123,PI_TP,A,آيتم شماره7 از SH3/3پانچ ليست وارد نشده.,PL-60337,کیسون,پانچ|هولد مدارک
4000-14,PI,67-FW-023,PI_TP,B,Instrument Shall Be Install,PL-23863,کیسون,پانچ|هولد مدارک
4000-14,PI,67-FW-023,PI_TP,B,Piping Plane Shall Be Rev.,PL-23865,کیسون,پانچ|هولد مدارک
4000-08,PI,68-CWR-UG-KC-116-1,PI_TP,A,All Original Bolt | Nut | Gasket Shall Be Installed,PL-24116,ساتراپ,پانچ|هولد مدارک
4000-08,PI,68-CWS-UG-KC-127-1,PI_TP,A,Original Bolt And Gasket Shall Be Install,PL-46445,ساتراپ,پانچ|هولد مدارک
4000-02,PI,68-LPS-UG-KC-118,PI_TP,B,"joint no:30TN should be after installed hose copling  3/4"" - cl3000 NPT|reported also|history sheet updated and attached",PL-21229,کیسون,پانچ|هولد مدارک
4000-07,PI,68-PA-UG-KC-120,PI_TP,C,نصب کليه Hose coupling ها,PL-44921,کیسون,پانچ|هولد مدارک
4000-07,PI,68-PA-UG-KC-120,PI_TP,B,رفع پاسي و روانکاري ولو در موقعيت SUMP-8404,PL-44916,کارفرما,پانچ|هولد کارفرما
4000-15,PI,68-SRW-UG-KC-126,PI_TP,C,"Thw Installed Hose Coupling (Water) NPT CL-3000 3/4"" (HS-0027)",PL-39966,کیسون,پانچ|هولد مدارک
4000-14,PI,69-FW-UG-KC-276,PI_TP,B,ALL TIE IN WELDS  SHOULD BE FIT UP | WELDED AND RT BEFORE REINSTATEMENT,PL-41676,کیسون,پانچ|هولد مدارک
4000-14,PI,69-FW-UG-KC-276,PI_TP,C,ISOMETRIC ASBUILTED AND ATTACHED TO THE PACKAGE BEFORE PRECOM,PL-41677,کیسون,پانچ|هولد مدارک
4000-12,PI,69-WW-UG-KC-288,PI_TP,C,در مدارک مرتبط پيوست شده به لاين کار شده مشخص نيست و بايستي در Piping Plan و P&ID ازبيلت گردد,PL-60764,کیسون,پانچ|هولد مدارک
7000-01,PI,7000-01-FLG-01-082,PI_TP,B,tie-in joint shall be report & change history sheet (with format).,PL-62360,NOT DEFINED,NOT DEFINED
7000-01,PI,7000-01-FLG-03-215,PI_TP,B,new iso list shall be attach.,PL-62361,NOT DEFINED,NOT DEFINED
7000-01,PI,7000-01-FLG-03-215,PI_TP,B,history shall be change & tie-in joint shall be report. (for all tie-in).,PL-62362,NOT DEFINED,NOT DEFINED
7000-01,PI,7000-01-FLG-07-759,PI_TP,C,HISTORY SHEET SHALL BE CHANGED FOR TIE-IN JOINTS. (2 JOINTS SHALL BE REPORT),PL-60115,کیسون,پانچ|هولد مدارک
7000-01,PI,7000-01-FLG-07-759,PI_TP,C,HISTORY SHEET SHALL BE CHANGED AFTER,PL-01590,کیسون,پانچ|هولد مدارک
7000-01,PI,7000-01-FLG-09-761,PI_TP,A,(LG-7150) SHALL BE INSTALL,PL-01458,کیسون,پانچ|هولد مدارک
7000-01,PI,7000-01-FLG-11-844,PI_TP,C,THE VENT LINE COMPELETED TO LEVEL GAUGE IS NOT SPECIFIED IN THE P&ID . IT SHOULD BE ASBULITED AND ATTACHED TO THE PACKAGE,PL-28369,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-FLG-19-924,PI_TP,C,ALL THE IMPLEMENTED SUPPORTS THAT FELL ON THE WELDED WIRE OF PIPE MUST BE FILLED WITH MASTIC,PL-01819,کیسون/ساتراپ,پانچ|هولد کیسون
7000-02,PI,7000-01-NG-01-841,PI_TP,C,"DUE TO THE FACT THAT IN ALL THE ISOMETRICS HE HAS DETEMINED A 3/4"" S.W CAP. THEY SHOULD BE WELDED AND PT BEFORE TEST",PL-01278,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-NG-03-929,PI_TP,B,history sheet shall be changed. tie-in joint shall  be report.,PL-62376,NOT DEFINED,NOT DEFINED
7000-02,PI,7000-01-NG-05-1027,PI_TP,B,installed valve shall be lubricated.,PL-62363,NOT DEFINED,NOT DEFINED
7000-02,PI,7000-01-NG-06-1028,PI_TP,B,activity sheet | mechanical list| piping inspection list signature not complete. Reinstatement list.,PL-62364,NOT DEFINED,NOT DEFINED
7000-02,PI,7000-01-NG-06-1028,PI_TP,B,installed valve shall  be lubricate.,PL-62365,NOT DEFINED,NOT DEFINED
7000-02,PI,7000-01-NG-07-1029,PI_TP,A,All Remain Work (Joint Activity| …) Mast Be Compiated.,PL-54613,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-NG-07-1029,PI_TP,A,All Format (T.P& H.S) Must Be Approved And Signe+Stamp By TPA& Ownd,PL-54614,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-NG-07-1029,PI_TP,A,All Doc. (Iso + DWG+PID) Attached Must Be Reviwe And Remove Invalid Doc.,PL-54615,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-NG-07-1029,PI_TP,A,(GENERAL FOR SUB SYSTEM) تاييديه ساخت پکيجهاي مفقودي و فشار تست 2/5 بار ( F/G-01-082) ضميمه گردد,PL-54616,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-NG-07-1029,PI_TP,A,"(GENERAL FOR SUB SYSTEM) Final (Asbuilt Shall Be Attached Be For Issue Form ""C"".",PL-54617,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-NG-07-1029,PI_TP,A,Mechanical Check List/ Piping Check List Signature Shall Be Complate (Reinstate Report),PL-54602,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-NG-08-1030,PI_TP,A,Mechanical Check List/ Piping Check List Signature Shall Be Complate (Reinstate Report),PL-55029,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-NG-08-1030,PI_TP,A,Mechanical List / Piping List / Reinstate Report Signature Not Compiate.,PL-55034,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-NG-08-1030,PI_TP,B,mechanical check list signature shall be complete (reinstate report).,PL-62367,NOT DEFINED,NOT DEFINED
7000-02,PI,7000-01-NG-09-1035,PI_TP,B,mechanical list | piping list | reinstate report signature not complete.,PL-62369,NOT DEFINED,NOT DEFINED
7000-02,PI,7000-01-NG-09-1035,PI_TP,A,Mechanical List / Piping List / Reinstate Report Signature Not Compiate.,PL-55031,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-NG-09-1035,PI_TP,A,Mechanical List / Piping List / Reinstate Report Signature Not Compiate.,PL-54604,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-NG-10-1036,PI_TP,A,Mechanical List / Piping List / Reinstate Report Signature Not Compiate.,PL-54605,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-NG-10-1036,PI_TP,A,Mechanical List / Piping List / Reinstate Report Signature Not Compiate.,PL-55032,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-NG-10-1036,PI_TP,B,mechanical list | piping list | reinstate report signature not complete.,PL-62370,NOT DEFINED,NOT DEFINED
7000-02,PI,7000-01-NG-11-1037,PI_TP,B,mechanical list | piping list | reinstate report signature not complete.,PL-62371,NOT DEFINED,NOT DEFINED
7000-02,PI,7000-01-NG-11-1037,PI_TP,A,Mechanical List / Piping List / Reinstate Report Signature Not Compiate.,PL-55033,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-NG-11-1037,PI_TP,A,Mechanical List / Piping List / Reinstate Report Signature Not Compiate.,PL-54606,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-NG-12-1038,PI_TP,A,Mechanical List / Piping List / Reinstate Report Signature Not Compiate.,PL-54607,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-PRG-01-1031,PI_TP,A,Mechanical List / Piping List / Reinstate Report Signature Not Compiate.,PL-54608,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-PRG-01-1031,PI_TP,A,Mechanical List / Piping List / Reinstate Report Signature Not Compiate.,PL-55035,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-PRG-01-1031,PI_TP,B,mechanical list | piping list | reinstate report signature not complete.,PL-62372,NOT DEFINED,NOT DEFINED
7000-02,PI,7000-01-PRG-02-1032,PI_TP,B,mechanical list | piping list | reinstate report not complete.,PL-62373,NOT DEFINED,NOT DEFINED
7000-02,PI,7000-01-PRG-02-1032,PI_TP,A,Mechanical List / Piping List / Reinstate Report Signature Not Compiate.,PL-55036,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-PRG-02-1032,PI_TP,A,(GENERAL FOR SUB SYSTEM) All Remain Work (Joint| Activity| …)Must Be Complated,PL-55039,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-PRG-02-1032,PI_TP,A,(GENERAL FOR SUB SYSTEM) All Form (Joint History& Format Test Package) Must Be Complated And Signature& Stamp By TPA And Owner.,PL-55040,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-PRG-02-1032,PI_TP,A,(GENERAL FOR SUB SYSTEM) All Doc. (Iso + DWG+PID) Attached Must Be Reviwe And Remove Invalid Doc.,PL-55041,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-PRG-02-1032,PI_TP,A,(GENERAL FOR SUB SYSTEM) تاييديه ساخت پکيجهاي مفعودي و فشار تست 2/5 بار ( F/G-01-082) ضميمه گردد,PL-55042,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-PRG-02-1032,PI_TP,C,(GENERAL FOR SUB SYSTEM) رنگ آميزي مسير ساکشن و ديسشارژ پمپ انجام شود. (P-7101),PL-55047,کیسون,پانچ|هولد کیسون
7000-02,PI,7000-01-PRG-02-1032,PI_TP,A,Mechanical Check List/ Piping List/ Reinstate Report Not Complate,PL-54609,کیسون,پانچ|هولد مدارک
7000-02,PI,7000-01-PRG-02-1032,PI_TP,B,(GENERAL FOR SUB SYSTEM) بلايند Remove شود,PL-54620,ساتراپ,پانچ|هولد کیسون
7000-02,PI,7000-01-PRG-02-1032,PI_TP,C,(GENERAL FOR SUB SYSTEM) رنگ آميزي مسير ساکشن و ديسشارژ پمپ انجام شود.,PL-54622,کیسون,پانچ|هولد کیسون
7000-02,PI,7000-01-PRG-02-1032,PI_TP,C,(GENERAL FOR SUB SYSTEM) گروت ريزي پايه ساپورت انجام شود.,PL-54623,کیسون,پانچ|هولد کیسون
4000-14,PI,70-FW-UG-KC-291,PI_TP,A,All-Weld Should Be Touchedup With Wrapping Tape. Also| Holiday Tested.,PL-54650,کیسون,پانچ|هولد مدارک
4000-10,PI,70-WWS-UG-KC-228,PI_TP,B,The End Of Pipe In The MSS-04 And MSS-05 Should Be Capped,PL-54597,کارفرما,پانچ|هولد کارفرما
4000-10,PI,70-WWS-UG-KC-228,PI_TP,B,Manhol (MSS-04 And 05) Must Cleaning,PL-54598,کیسون,پانچ|هولد مدارک
4000-10,PI,70-WWS-UG-KC-230,PI_TP,B,The End Of Pipe In The MSS-05 And MSS-07 Should Be Capped,PL-54595,کارفرما,پانچ|هولد کارفرما
4000-10,PI,70-WWS-UG-KC-230,PI_TP,B,Manhol (MSS-05 And MSS-07) Must Be Cleaning,PL-54596,کیسون,پانچ|هولد مدارک
4000-10,PI,70-WWS-UG-KC-243,PI_TP,B,THE INSTRUMENT DEVICE PG:5716 SHALL BE INSTALL,PL-02500,کارفرما,پانچ|هولد کارفرما
4000-10,PI,70-WWS-UG-KC-244,PI_TP,B,The End Of Pipe In The MSS-07 And GT-02 Must Be Capped,PL-54599,کارفرما,پانچ|هولد کارفرما
4000-10,PI,70-WWS-UG-KC-244,PI_TP,B,Manhol (MSS-07 And GT-02) Should Be Cleaning,PL-54600,کیسون,پانچ|هولد مدارک
4000-10,PI,70-WWS-UG-KC-247,PI_TP,B,All Manhols Should Be Final Cleaning . (MSS-06 AND SU-8402),PL-24192,کیسون,پانچ|هولد مدارک
2000-05,MES,AE-2026,Air_Cooler(AE),B,FAN RING SEALING IN OPEN POINT SHALL BE DONE,PL-52570,کیسون,پانچ|هولد کیسون
2000-05,MES,AE-2026,Air_Cooler(AE),C,SOME POINT NEED TOUCH UP,PL-52573,کیسون,پانچ|هولد کیسون
DCS-01,IN,ALM_T4,CABLE,B,CABLE ARRABGEMENT SHALL BE DONE.,PL-48277,نیرو آرا اندیش,پانچ|هولد مدارک
DCS-01,IN,ALM_T5,CABLE,B,CABLE ARRABGEMENT SHALL BE DONE.,PL-48288,نیرو آرا اندیش,پانچ|هولد مدارک
DCS-01,IN,ALM_T6,CABLE,B,CABLE ARRABGEMENT SHALL BE DONE.,PL-48289,نیرو آرا اندیش,پانچ|هولد مدارک
1000-01,IN,AP-1036,Instrument(AP),C,THE GLASS IS NOT INSTALL IN THE ANALAYZER.,PL-59491,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,AP-2266,Instrument(AP),A,SUPPORT TUBE SHALL BE INSTALL,PL-60688,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,AP-2266,Instrument(AP),A,CAP TUBE SHALL BE INSTALL,PL-60690,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,AP-2266,Instrument(AP),B,SUPPORT TUBE SHALL BE INSTALL.,PL-60593,نیرو آرا اندیش,پانچ|هولد کیسون
2000-04,IN,AP-2380,Instrument(AP),A,SUPPORT SHALL BE INSTALL.,PL-61065,نیرو آرا اندیش,پانچ|هولد کیسون
2000-04,IN,AP-2380,Instrument(AP),B,TUBE SHALL BE FIXED BY CLAMP.,PL-61067,نیرو آرا اندیش,پانچ|هولد کیسون
2000-04,IN,AP-2383,Instrument(AP),B,TUBE SHALL BE FIXED BY CLAMP.,PL-61068,نیرو آرا اندیش,پانچ|هولد کیسون
2000-04,IN,AP-2383,Instrument(AP),A,SUPPORT SHALL BE INSTALL.,PL-61066,نیرو آرا اندیش,پانچ|هولد کیسون
2000-05,IN,AP-2480,Instrument(AP),A,CAP TUBE SHALL BE INSTALL,PL-60684,نیرو آرا اندیش,پانچ|هولد کیسون
